Sub3Vox1 ID,VGGFace1 ID,Gender,Nationality,Set
id11221,Wendi_McLendon-Covey,f,USA,eval1
id11222,Wendy_Williams,f,USA,eval1
id11223,Wentworth_Miller,m,USA,eval1
id11224,Wes_Bentley,m,USA,eval1
id11225,Wesley_Snipes,m,USA,eval1
id11226,Whitney_Cummings,f,USA,eval1
id11227,Will_Arnett,m,Canada,eval1
id11228,Will_Forte,m,USA,eval1
id11229,Will_Mellor,m,UK,eval1
id11230,Will_Poulter,m,UK,eval1
id11231,Will_Yun_Lee,m,USA,eval1
id11232,Willem_Dafoe,m,USA,eval1
id11233,William_Baldwin,m,USA,eval1
id11234,William_Fichtner,m,USA,eval1
id11235,William_Levy,m,USA,eval1
id11236,Wilson_Cruz,m,USA,eval1
id11237,Wim_Wenders,m,Germany,eval1
id11238,Witney_Carson,f,USA,eval1
id11239,Woody_Harrelson,m,USA,eval1
id11240,Xavier_Samuel,m,Australia,eval1
id11241,Yeardley_Smith,f,USA,eval1
id11242,Yvette_Nicole_Brown,f,USA,eval1
id11243,Zac_Efron,m,USA,eval1
id11244,Zach_Braff,m,USA,eval1
id11245,Zach_Galifianakis,m,USA,eval1
id11246,Zachary_Gordon,m,USA,eval1
id11247,Zachary_Levi,m,USA,eval1
id11248,Zachary_Quinto,m,USA,eval1
id11249,Zack_Snyder,m,USA,eval1
id11250,Zoe_Saldana,f,USA,eval1
id11251,Zulay_Henao,f,USA,eval1
